company_id,company_name,invoice_id,supplier_name,category,invoice_date,due_date,amount,status,payment_date,days_late_or_early
code_and_coffee,Code & Coffee GmbH,SINV_ingredient_TXI6005,Gebaeck Grosshandel OWL,COGS,2022-02-17,2022-02-28,2049.94,paid,2022-02-22,-6
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00039,Immobilien Bielefeld Mitte (Miete),Operating Expense,2022-01-30,2022-03-01,314.00,paid,2022-01-30,-30
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00066,Buero- und Ladenausstattung Krause,Operating Expense,2022-02-15,2022-03-01,479.00,paid,2022-02-22,-7
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00068,Gebaeck Grosshandel OWL,COGS,2022-02-22,2022-03-01,330.00,paid,2022-02-23,-6
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00010,Buerobedarf Krause,Other,2022-02-15,2022-03-01,363.00,paid,2022-02-19,-10
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00009,Social Ads Agentur Bielefeld,Marketing,2022-02-10,2022-03-03,449.00,paid,2022-02-12,-19
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00011,Buerobedarf Krause,Other,2022-02-22,2022-03-08,163.00,paid,2022-02-26,-10
code_and_coffee,Code & Coffee GmbH,SINV_ingredient_TXI6006,Nordbohnen Roastery,COGS,2022-03-03,2022-03-15,2217.79,paid,2022-03-08,-7
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00079,Stadtwerke Bielefeld (Energie),Operating Expense,2022-02-28,2022-03-21,385.00,paid,2022-03-05,-16
code_and_coffee,Code & Coffee GmbH,SINV_ingredient_TXI6007,Milchhof Bielefeld,COGS,2022-03-10,2022-03-22,1232.11,paid,2022-03-15,-7
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00012,Telekom Business,Utilities,2022-03-02,2022-03-23,206.00,paid,2022-03-05,-18
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00083,Stadtwerke Bielefeld (Energie),Operating Expense,2022-03-03,2022-03-24,476.00,paid,2022-03-08,-16
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00099,Gebaeck Grosshandel OWL,COGS,2022-03-20,2022-03-27,323.00,paid,2022-03-21,-6
code_and_coffee,Code & Coffee GmbH,SINV_ingredient_TXI6008,Gebaeck Grosshandel OWL,COGS,2022-03-17,2022-03-28,1478.53,paid,2022-03-22,-6
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00089,Stadtwerke Bielefeld (Energie),Operating Expense,2022-03-08,2022-03-29,271.00,paid,2022-03-13,-16
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00013,Social Ads Agentur Bielefeld,Marketing,2022-03-10,2022-03-31,264.00,paid,2022-03-12,-19
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00096,Stadtwerke Bielefeld (Energie),Operating Expense,2022-03-14,2022-04-04,180.00,paid,2022-03-19,-16
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00014,Telekom Business,Utilities,2022-03-16,2022-04-06,411.00,paid,2022-03-19,-18
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00115,Nordbohnen Roastery,COGS,2022-04-02,2022-04-09,227.00,paid,2022-04-05,-4
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00117,Nordbohnen Roastery,COGS,2022-04-03,2022-04-10,250.00,paid,2022-04-06,-4
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00015,Print & Flyer Muller,Marketing,2022-03-20,2022-04-10,207.00,paid,2022-03-26,-15
code_and_coffee,Code & Coffee GmbH,SINV_ingredient_TXI6009,Nordbohnen Roastery,COGS,2022-04-03,2022-04-15,2114.26,paid,2022-04-08,-7
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00122,Buero- und Ladenausstattung Krause,Operating Expense,2022-04-03,2022-04-17,239.00,paid,2022-04-10,-7
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00017,Telekom Business,Utilities,2022-03-30,2022-04-20,229.00,paid,2022-04-02,-18
code_and_coffee,Code & Coffee GmbH,SINV_ingredient_TXI6010,Milchhof Bielefeld,COGS,2022-04-10,2022-04-22,1174.59,paid,2022-04-15,-7
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00131,Gebaeck Grosshandel OWL,COGS,2022-04-16,2022-04-23,198.00,paid,2022-04-17,-6
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00136,Gebaeck Grosshandel OWL,COGS,2022-04-20,2022-04-27,167.00,paid,2022-04-21,-6
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00019,Telekom Business,Utilities,2022-04-06,2022-04-27,384.00,paid,2022-04-09,-18
code_and_coffee,Code & Coffee GmbH,SINV_ingredient_TXI6011,Gebaeck Grosshandel OWL,COGS,2022-04-17,2022-04-28,1409.51,paid,2022-04-22,-6
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00023,Buerobedarf Krause,Other,2022-04-19,2022-05-03,111.00,paid,2022-04-23,-10
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00021,Social Ads Agentur Bielefeld,Marketing,2022-04-14,2022-05-05,344.00,paid,2022-04-16,-19
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00150,Gebaeck Grosshandel OWL,COGS,2022-05-03,2022-05-10,148.00,paid,2022-05-04,-6
code_and_coffee,Code & Coffee GmbH,SINV_ingredient_TXI6012,Nordbohnen Roastery,COGS,2022-05-03,2022-05-15,2177.41,paid,2022-05-08,-7
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00129,Immobilien Bielefeld Mitte (Miete),Operating Expense,2022-04-16,2022-05-16,203.00,paid,2022-04-16,-30
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00024,Stadtwerke Bielefeld (Energie),Utilities,2022-04-25,2022-05-16,315.00,paid,2022-04-30,-16
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00026,Print & Flyer Muller,Marketing,2022-05-01,2022-05-22,405.00,paid,2022-05-07,-15
code_and_coffee,Code & Coffee GmbH,SINV_ingredient_TXI6013,Milchhof Bielefeld,COGS,2022-05-10,2022-05-22,1209.67,paid,2022-05-15,-7
code_and_coffee,Code & Coffee GmbH,SINV_ingredient_TXI6014,Gebaeck Grosshandel OWL,COGS,2022-05-17,2022-05-28,1451.61,paid,2022-05-22,-6
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00027,Stadtwerke Bielefeld (Energie),Utilities,2022-05-09,2022-05-30,283.00,paid,2022-05-14,-16
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00172,Gebaeck Grosshandel OWL,COGS,2022-05-24,2022-05-31,490.00,paid,2022-05-25,-6
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00028,Buerobedarf Krause,Other,2022-05-17,2022-05-31,527.00,paid,2022-05-21,-10
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00183,Nordbohnen Roastery,COGS,2022-05-31,2022-06-07,279.00,paid,2022-06-03,-4
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00030,Kaffeezubehoer Handel Weber,Supplies,2022-05-25,2022-06-08,435.00,paid,2022-05-28,-11
code_and_coffee,Code & Coffee GmbH,SINV_ingredient_TXI6015,Nordbohnen Roastery,COGS,2022-06-03,2022-06-15,2091.73,paid,2022-06-08,-7
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00197,Gebaeck Grosshandel OWL,COGS,2022-06-14,2022-06-21,216.00,paid,2022-06-15,-6
code_and_coffee,Code & Coffee GmbH,SINV_ingredient_TXI6016,Milchhof Bielefeld,COGS,2022-06-10,2022-06-22,1162.07,paid,2022-06-15,-7
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00031,Social Ads Agentur Bielefeld,Marketing,2022-06-02,2022-06-23,107.00,paid,2022-06-04,-19
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00175,Immobilien Bielefeld Mitte (Miete),Operating Expense,2022-05-27,2022-06-26,499.00,paid,2022-05-27,-30
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00202,Buero- und Ladenausstattung Krause,Operating Expense,2022-06-12,2022-06-26,188.00,paid,2022-06-19,-7
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00033,Stadtwerke Bielefeld (Energie),Utilities,2022-06-06,2022-06-27,457.00,paid,2022-06-11,-16
code_and_coffee,Code & Coffee GmbH,SINV_ingredient_TXI6017,Gebaeck Grosshandel OWL,COGS,2022-06-17,2022-06-28,1394.48,paid,2022-06-22,-6
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00035,Kaffeezubehoer Handel Weber,Supplies,2022-06-15,2022-06-29,410.00,paid,2022-06-18,-11
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00209,Buero- und Ladenausstattung Krause,Operating Expense,2022-06-17,2022-07-01,319.00,paid,2022-06-24,-7
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00218,Nordbohnen Roastery,COGS,2022-06-27,2022-07-04,322.00,paid,2022-06-30,-4
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00036,Gastro Einweg GmbH,Supplies,2022-06-21,2022-07-05,513.00,paid,2022-06-25,-10
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00223,Nordbohnen Roastery,COGS,2022-07-01,2022-07-08,346.00,paid,2022-07-04,-4
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00207,Stadtwerke Bielefeld (Energie),Operating Expense,2022-06-18,2022-07-09,253.00,paid,2022-06-23,-16
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00037,IT Service OWL,Other,2022-06-26,2022-07-10,235.00,paid,2022-07-02,-8
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00192,Immobilien Bielefeld Mitte (Miete),Operating Expense,2022-06-11,2022-07-11,469.00,paid,2022-06-11,-30
code_and_coffee,Code & Coffee GmbH,SINV_ingredient_TXI6018,Nordbohnen Roastery,COGS,2022-07-03,2022-07-15,2726.99,paid,2022-07-08,-7
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00234,Buero- und Ladenausstattung Krause,Operating Expense,2022-07-07,2022-07-21,485.00,paid,2022-07-14,-7
code_and_coffee,Code & Coffee GmbH,SINV_ingredient_TXI6019,Milchhof Bielefeld,COGS,2022-07-10,2022-07-22,1515.00,paid,2022-07-15,-7
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00237,Buero- und Ladenausstattung Krause,Operating Expense,2022-07-09,2022-07-23,363.00,paid,2022-07-16,-7
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00038,Print & Flyer Muller,Marketing,2022-07-03,2022-07-24,574.00,paid,2022-07-09,-15
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00211,Immobilien Bielefeld Mitte (Miete),Operating Expense,2022-06-25,2022-07-25,337.00,paid,2022-06-25,-30
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00213,Immobilien Bielefeld Mitte (Miete),Operating Expense,2022-06-26,2022-07-26,440.00,paid,2022-06-26,-30
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00241,Buero- und Ladenausstattung Krause,Operating Expense,2022-07-12,2022-07-26,213.00,paid,2022-07-19,-7
code_and_coffee,Code & Coffee GmbH,SINV_ingredient_TXI6020,Gebaeck Grosshandel OWL,COGS,2022-07-17,2022-07-28,1817.99,paid,2022-07-22,-6
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00039,Stadtwerke Bielefeld (Energie),Utilities,2022-07-11,2022-08-01,388.00,paid,2022-07-16,-16
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00040,Buerobedarf Krause,Other,2022-07-19,2022-08-02,241.00,paid,2022-07-23,-10
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00254,Gebaeck Grosshandel OWL,COGS,2022-07-30,2022-08-06,372.00,paid,2022-07-31,-6
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00041,Buerobedarf Krause,Other,2022-07-26,2022-08-09,189.00,paid,2022-07-30,-10
code_and_coffee,Code & Coffee GmbH,SINV_ingredient_TXI6021,Nordbohnen Roastery,COGS,2022-08-03,2022-08-15,2681.10,paid,2022-08-08,-7
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00269,Nordbohnen Roastery,COGS,2022-08-09,2022-08-16,280.00,paid,2022-08-12,-4
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00271,Nordbohnen Roastery,COGS,2022-08-10,2022-08-17,322.00,paid,2022-08-13,-4
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00043,Print & Flyer Muller,Marketing,2022-07-31,2022-08-21,172.00,paid,2022-08-06,-15
code_and_coffee,Code & Coffee GmbH,SINV_ingredient_TXI6022,Milchhof Bielefeld,COGS,2022-08-10,2022-08-22,1489.50,paid,2022-08-15,-7
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00278,Nordbohnen Roastery,COGS,2022-08-16,2022-08-23,240.00,paid,2022-08-19,-4
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00264,Stadtwerke Bielefeld (Energie),Operating Expense,2022-08-03,2022-08-24,168.00,paid,2022-08-08,-16
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00281,Buero- und Ladenausstattung Krause,Operating Expense,2022-08-14,2022-08-28,128.00,paid,2022-08-21,-7
code_and_coffee,Code & Coffee GmbH,SINV_ingredient_TXI6023,Gebaeck Grosshandel OWL,COGS,2022-08-17,2022-08-28,1787.40,paid,2022-08-22,-6
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00045,Buerobedarf Krause,Other,2022-08-16,2022-08-30,588.00,paid,2022-08-20,-10
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00044,Social Ads Agentur Bielefeld,Marketing,2022-08-11,2022-09-01,368.00,paid,2022-08-13,-19
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00258,Immobilien Bielefeld Mitte (Miete),Operating Expense,2022-08-03,2022-09-02,199.00,paid,2022-08-03,-30
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00292,Nordbohnen Roastery,COGS,2022-08-27,2022-09-03,319.00,paid,2022-08-30,-4
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00294,Gebaeck Grosshandel OWL,COGS,2022-08-30,2022-09-06,416.00,paid,2022-08-31,-6
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00046,Buerobedarf Krause,Other,2022-08-23,2022-09-06,201.00,paid,2022-08-27,-10
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00288,Stadtwerke Bielefeld (Energie),Operating Expense,2022-08-22,2022-09-12,463.00,paid,2022-08-27,-16
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00301,Buero- und Ladenausstattung Krause,Operating Expense,2022-08-30,2022-09-13,259.00,paid,2022-09-06,-7
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00047,Kaffeezubehoer Handel Weber,Supplies,2022-08-31,2022-09-14,553.00,paid,2022-09-03,-11
code_and_coffee,Code & Coffee GmbH,SINV_ingredient_TXI6024,Nordbohnen Roastery,COGS,2022-09-03,2022-09-15,3449.94,paid,2022-09-08,-7
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00307,Gebaeck Grosshandel OWL,COGS,2022-09-10,2022-09-17,146.00,paid,2022-09-11,-6
code_and_coffee,Code & Coffee GmbH,SINV_ingredient_TXI6025,Milchhof Bielefeld,COGS,2022-09-10,2022-09-22,1916.63,paid,2022-09-15,-7
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00317,Nordbohnen Roastery,COGS,2022-09-16,2022-09-23,263.00,paid,2022-09-19,-4
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00049,Kaffeezubehoer Handel Weber,Supplies,2022-09-14,2022-09-28,443.00,paid,2022-09-17,-11
code_and_coffee,Code & Coffee GmbH,SINV_ingredient_TXI6026,Gebaeck Grosshandel OWL,COGS,2022-09-17,2022-09-28,2299.96,paid,2022-09-22,-6
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00048,Social Ads Agentur Bielefeld,Marketing,2022-09-08,2022-09-29,378.00,paid,2022-09-10,-19
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00326,Buero- und Ladenausstattung Krause,Operating Expense,2022-09-20,2022-10-04,134.00,paid,2022-09-27,-7
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00332,Gebaeck Grosshandel OWL,COGS,2022-10-01,2022-10-08,218.00,paid,2022-10-02,-6
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00050,Social Ads Agentur Bielefeld,Marketing,2022-09-22,2022-10-13,312.00,paid,2022-09-24,-19
code_and_coffee,Code & Coffee GmbH,SINV_ingredient_TXI6027,Nordbohnen Roastery,COGS,2022-10-03,2022-10-15,3571.19,paid,2022-10-08,-7
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00314,Immobilien Bielefeld Mitte (Miete),Operating Expense,2022-09-17,2022-10-17,457.00,paid,2022-09-17,-30
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00051,Social Ads Agentur Bielefeld,Marketing,2022-09-29,2022-10-20,298.00,paid,2022-10-01,-19
code_and_coffee,Code & Coffee GmbH,SINV_ingredient_TXI6028,Milchhof Bielefeld,COGS,2022-10-10,2022-10-22,1984.00,paid,2022-10-15,-7
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00052,Print & Flyer Muller,Marketing,2022-10-02,2022-10-23,192.00,paid,2022-10-08,-15
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00339,Stadtwerke Bielefeld (Energie),Operating Expense,2022-10-03,2022-10-24,204.00,paid,2022-10-08,-16
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00054,Kaffeezubehoer Handel Weber,Supplies,2022-10-12,2022-10-26,390.00,paid,2022-10-15,-11
code_and_coffee,Code & Coffee GmbH,SINV_ingredient_TXI6029,Gebaeck Grosshandel OWL,COGS,2022-10-17,2022-10-28,2380.80,paid,2022-10-22,-6
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00056,Buerobedarf Krause,Other,2022-10-18,2022-11-01,184.00,paid,2022-10-22,-10
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00360,Buero- und Ladenausstattung Krause,Operating Expense,2022-10-20,2022-11-03,402.00,paid,2022-10-27,-7
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00341,Immobilien Bielefeld Mitte (Miete),Operating Expense,2022-10-09,2022-11-08,410.00,paid,2022-10-09,-30
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00057,Print & Flyer Muller,Marketing,2022-10-23,2022-11-13,553.00,paid,2022-10-29,-15
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00373,Gebaeck Grosshandel OWL,COGS,2022-11-07,2022-11-14,283.00,paid,2022-11-08,-6
code_and_coffee,Code & Coffee GmbH,SINV_ingredient_TXI6030,Nordbohnen Roastery,COGS,2022-11-03,2022-11-15,3332.56,paid,2022-11-08,-7
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00058,Print & Flyer Muller,Marketing,2022-10-30,2022-11-20,252.00,paid,2022-11-05,-15
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00383,Gebaeck Grosshandel OWL,COGS,2022-11-15,2022-11-22,283.00,paid,2022-11-16,-6
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00059,Buerobedarf Krause,Other,2022-11-08,2022-11-22,392.00,paid,2022-11-12,-10
code_and_coffee,Code & Coffee GmbH,SINV_ingredient_TXI6031,Milchhof Bielefeld,COGS,2022-11-10,2022-11-22,1851.42,paid,2022-11-15,-7
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00388,Nordbohnen Roastery,COGS,2022-11-17,2022-11-24,104.00,paid,2022-11-20,-4
code_and_coffee,Code & Coffee GmbH,SINV_ingredient_TXI6032,Gebaeck Grosshandel OWL,COGS,2022-11-17,2022-11-28,2221.71,paid,2022-11-22,-6
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00391,Buero- und Ladenausstattung Krause,Operating Expense,2022-11-15,2022-11-29,100.00,paid,2022-11-22,-7
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00380,Stadtwerke Bielefeld (Energie),Operating Expense,2022-11-09,2022-11-30,348.00,paid,2022-11-14,-16
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00396,Gebaeck Grosshandel OWL,COGS,2022-11-25,2022-12-02,348.00,paid,2022-11-26,-6
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00060,Stadtwerke Bielefeld (Energie),Utilities,2022-11-14,2022-12-05,142.00,paid,2022-11-19,-16
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00402,Buero- und Ladenausstattung Krause,Operating Expense,2022-11-23,2022-12-07,454.00,paid,2022-11-30,-7
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00398,Stadtwerke Bielefeld (Energie),Operating Expense,2022-11-22,2022-12-13,449.00,paid,2022-11-27,-16
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00061,Telekom Business,Utilities,2022-11-23,2022-12-14,597.00,paid,2022-11-26,-18
code_and_coffee,Code & Coffee GmbH,SINV_ingredient_TXI6033,Nordbohnen Roastery,COGS,2022-12-03,2022-12-15,3327.86,paid,2022-12-08,-7
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00417,Nordbohnen Roastery,COGS,2022-12-09,2022-12-16,372.00,paid,2022-12-12,-4
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00415,Buero- und Ladenausstattung Krause,Operating Expense,2022-12-04,2022-12-18,218.00,paid,2022-12-11,-7
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00419,Buero- und Ladenausstattung Krause,Operating Expense,2022-12-06,2022-12-20,244.00,paid,2022-12-13,-7
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00062,Telekom Business,Utilities,2022-11-30,2022-12-21,120.00,paid,2022-12-03,-18
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00409,Stadtwerke Bielefeld (Energie),Operating Expense,2022-12-01,2022-12-22,470.00,paid,2022-12-06,-16
code_and_coffee,Code & Coffee GmbH,SINV_ingredient_TXI6034,Milchhof Bielefeld,COGS,2022-12-10,2022-12-22,1848.81,paid,2022-12-15,-7
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00064,Print & Flyer Muller,Marketing,2022-12-04,2022-12-25,223.00,paid,2022-12-10,-15
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00065,Buerobedarf Krause,Other,2022-12-13,2022-12-27,150.00,paid,2022-12-17,-10
code_and_coffee,Code & Coffee GmbH,SINV_ingredient_TXI6035,Gebaeck Grosshandel OWL,COGS,2022-12-17,2022-12-28,2218.58,paid,2022-12-22,-6
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00066,Gastro Einweg GmbH,Supplies,2022-12-20,2023-01-03,569.00,paid,2022-12-24,-10
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00437,Stadtwerke Bielefeld (Energie),Operating Expense,2022-12-25,2023-01-15,236.00,paid,2022-12-30,-16
code_and_coffee,Code & Coffee GmbH,SINV_credit_card_CC00069,IT Service OWL,Other,2023-01-01,2023-01-15,255.00,paid,2023-01-07,-8
code_and_coffee,Code & Coffee GmbH,SINV_ingredient_TXI6036,Nordbohnen Roastery,COGS,2023-01-03,2023-01-15,3550.54,paid,2023-01-08,-7
