company_id,company_name,date,checking_main_balance,checking_secondary_balance,consolidated_cash_balance
code_and_coffee,Code & Coffee GmbH,2022-02-16,30715.50,3278.00,33993.50
code_and_coffee,Code & Coffee GmbH,2022-02-17,31863.50,3278.00,35141.50
code_and_coffee,Code & Coffee GmbH,2022-02-18,32993.50,3278.00,36271.50
code_and_coffee,Code & Coffee GmbH,2022-02-19,34246.26,3278.00,37524.26
code_and_coffee,Code & Coffee GmbH,2022-02-20,35200.26,3278.00,38478.26
code_and_coffee,Code & Coffee GmbH,2022-02-21,36182.26,3278.00,39460.26
code_and_coffee,Code & Coffee GmbH,2022-02-22,34367.32,3278.00,37645.32
code_and_coffee,Code & Coffee GmbH,2022-02-23,34915.32,3278.00,38193.32
code_and_coffee,Code & Coffee GmbH,2022-02-24,35666.32,3278.00,38944.32
code_and_coffee,Code & Coffee GmbH,2022-02-25,36753.32,3278.00,40031.32
code_and_coffee,Code & Coffee GmbH,2022-02-26,37859.32,3278.00,41137.32
code_and_coffee,Code & Coffee GmbH,2022-02-27,38701.32,3278.00,41979.32
code_and_coffee,Code & Coffee GmbH,2022-02-28,39436.32,3278.00,42714.32
code_and_coffee,Code & Coffee GmbH,2022-03-01,34583.32,8857.00,43440.32
code_and_coffee,Code & Coffee GmbH,2022-03-02,35068.32,8857.00,43925.32
code_and_coffee,Code & Coffee GmbH,2022-03-03,35637.32,8857.00,44494.32
code_and_coffee,Code & Coffee GmbH,2022-03-04,36170.32,8857.00,45027.32
code_and_coffee,Code & Coffee GmbH,2022-03-05,36292.32,8857.00,45149.32
code_and_coffee,Code & Coffee GmbH,2022-03-06,36819.32,8857.00,45676.32
code_and_coffee,Code & Coffee GmbH,2022-03-07,37566.32,8857.00,46423.32
code_and_coffee,Code & Coffee GmbH,2022-03-08,35461.53,8857.00,44318.53
code_and_coffee,Code & Coffee GmbH,2022-03-09,35981.53,8857.00,44838.53
code_and_coffee,Code & Coffee GmbH,2022-03-10,36613.53,8857.00,45470.53
code_and_coffee,Code & Coffee GmbH,2022-03-11,37943.92,8857.00,46800.92
code_and_coffee,Code & Coffee GmbH,2022-03-12,38479.92,8857.00,47336.92
code_and_coffee,Code & Coffee GmbH,2022-03-13,38832.92,8857.00,47689.92
code_and_coffee,Code & Coffee GmbH,2022-03-14,39605.92,8857.00,48462.92
code_and_coffee,Code & Coffee GmbH,2022-03-15,37170.81,3629.00,40799.81
code_and_coffee,Code & Coffee GmbH,2022-03-16,38187.77,3629.00,41816.77
code_and_coffee,Code & Coffee GmbH,2022-03-17,38638.77,3629.00,42267.77
code_and_coffee,Code & Coffee GmbH,2022-03-18,39332.77,3629.00,42961.77
code_and_coffee,Code & Coffee GmbH,2022-03-19,39664.77,3629.00,43293.77
code_and_coffee,Code & Coffee GmbH,2022-03-20,40176.77,3629.00,43805.77
code_and_coffee,Code & Coffee GmbH,2022-03-21,40472.77,3629.00,44101.77
code_and_coffee,Code & Coffee GmbH,2022-03-22,39778.24,3629.00,43407.24
code_and_coffee,Code & Coffee GmbH,2022-03-23,40307.24,3629.00,43936.24
code_and_coffee,Code & Coffee GmbH,2022-03-24,40924.24,3629.00,44553.24
code_and_coffee,Code & Coffee GmbH,2022-03-25,41570.24,3629.00,45199.24
code_and_coffee,Code & Coffee GmbH,2022-03-26,42585.46,3629.00,46214.46
code_and_coffee,Code & Coffee GmbH,2022-03-27,43239.46,3629.00,46868.46
code_and_coffee,Code & Coffee GmbH,2022-03-28,43430.46,3629.00,47059.46
code_and_coffee,Code & Coffee GmbH,2022-03-29,44027.46,3629.00,47656.46
code_and_coffee,Code & Coffee GmbH,2022-03-30,44666.46,3629.00,48295.46
code_and_coffee,Code & Coffee GmbH,2022-03-31,45266.46,3629.00,48895.46
code_and_coffee,Code & Coffee GmbH,2022-04-01,41279.46,8341.00,49620.46
code_and_coffee,Code & Coffee GmbH,2022-04-02,41937.46,8341.00,50278.46
code_and_coffee,Code & Coffee GmbH,2022-04-03,42682.46,8341.00,51023.46
code_and_coffee,Code & Coffee GmbH,2022-04-04,42747.46,8341.00,51088.46
code_and_coffee,Code & Coffee GmbH,2022-04-05,43118.46,8341.00,51459.46
code_and_coffee,Code & Coffee GmbH,2022-04-06,43627.46,8341.00,51968.46
code_and_coffee,Code & Coffee GmbH,2022-04-07,44125.46,8341.00,52466.46
code_and_coffee,Code & Coffee GmbH,2022-04-08,42554.20,8341.00,50895.20
code_and_coffee,Code & Coffee GmbH,2022-04-09,43013.20,8341.00,51354.20
code_and_coffee,Code & Coffee GmbH,2022-04-10,43558.20,8341.00,51899.20
code_and_coffee,Code & Coffee GmbH,2022-04-11,43310.20,8341.00,51651.20
code_and_coffee,Code & Coffee GmbH,2022-04-12,43718.20,8341.00,52059.20
code_and_coffee,Code & Coffee GmbH,2022-04-13,44264.20,8341.00,52605.20
code_and_coffee,Code & Coffee GmbH,2022-04-14,44794.20,8341.00,53135.20
code_and_coffee,Code & Coffee GmbH,2022-04-15,41919.58,4248.00,46167.58
code_and_coffee,Code & Coffee GmbH,2022-04-16,42231.58,4248.00,46479.58
code_and_coffee,Code & Coffee GmbH,2022-04-17,42686.58,4248.00,46934.58
code_and_coffee,Code & Coffee GmbH,2022-04-18,43029.58,4248.00,47277.58
code_and_coffee,Code & Coffee GmbH,2022-04-19,43794.58,4248.00,48042.58
code_and_coffee,Code & Coffee GmbH,2022-04-20,44503.58,4248.00,48751.58
code_and_coffee,Code & Coffee GmbH,2022-04-21,44904.58,4248.00,49152.58
code_and_coffee,Code & Coffee GmbH,2022-04-22,44292.07,4248.00,48540.07
code_and_coffee,Code & Coffee GmbH,2022-04-23,45075.07,4248.00,49323.07
code_and_coffee,Code & Coffee GmbH,2022-04-24,45669.07,4248.00,49917.07
code_and_coffee,Code & Coffee GmbH,2022-04-25,46609.04,4248.00,50857.04
code_and_coffee,Code & Coffee GmbH,2022-04-26,47379.04,4248.00,51627.04
code_and_coffee,Code & Coffee GmbH,2022-04-27,47800.04,4248.00,52048.04
code_and_coffee,Code & Coffee GmbH,2022-04-28,48237.04,4248.00,52485.04
code_and_coffee,Code & Coffee GmbH,2022-04-29,48687.04,4248.00,52935.04
code_and_coffee,Code & Coffee GmbH,2022-04-30,49369.04,4248.00,53617.04
code_and_coffee,Code & Coffee GmbH,2022-05-01,45772.04,8521.00,54293.04
code_and_coffee,Code & Coffee GmbH,2022-05-02,46039.04,8521.00,54560.04
code_and_coffee,Code & Coffee GmbH,2022-05-03,46755.04,8521.00,55276.04
code_and_coffee,Code & Coffee GmbH,2022-05-04,47010.04,8521.00,55531.04
code_and_coffee,Code & Coffee GmbH,2022-05-05,47581.04,8521.00,56102.04
code_and_coffee,Code & Coffee GmbH,2022-05-06,48560.59,8521.00,57081.59
code_and_coffee,Code & Coffee GmbH,2022-05-07,49058.59,8521.00,57579.59
code_and_coffee,Code & Coffee GmbH,2022-05-08,47317.18,8521.00,55838.18
code_and_coffee,Code & Coffee GmbH,2022-05-09,48018.18,8521.00,56539.18
code_and_coffee,Code & Coffee GmbH,2022-05-10,48516.18,8521.00,57037.18
code_and_coffee,Code & Coffee GmbH,2022-05-11,49031.18,8521.00,57552.18
code_and_coffee,Code & Coffee GmbH,2022-05-12,49591.18,8521.00,58112.18
code_and_coffee,Code & Coffee GmbH,2022-05-13,50118.18,8521.00,58639.18
code_and_coffee,Code & Coffee GmbH,2022-05-14,50740.18,8521.00,59261.18
code_and_coffee,Code & Coffee GmbH,2022-05-15,47135.51,4564.00,51699.51
code_and_coffee,Code & Coffee GmbH,2022-05-16,47814.51,4564.00,52378.51
code_and_coffee,Code & Coffee GmbH,2022-05-17,48555.51,4564.00,53119.51
code_and_coffee,Code & Coffee GmbH,2022-05-18,49081.51,4564.00,53645.51
code_and_coffee,Code & Coffee GmbH,2022-05-19,50635.43,4564.00,55199.43
code_and_coffee,Code & Coffee GmbH,2022-05-20,51138.43,4564.00,55702.43
code_and_coffee,Code & Coffee GmbH,2022-05-21,51836.43,4564.00,56400.43
code_and_coffee,Code & Coffee GmbH,2022-05-22,50822.82,4564.00,55386.82
code_and_coffee,Code & Coffee GmbH,2022-05-23,50961.82,4564.00,55525.82
code_and_coffee,Code & Coffee GmbH,2022-05-24,51666.82,4564.00,56230.82
code_and_coffee,Code & Coffee GmbH,2022-05-25,51588.82,4564.00,56152.82
code_and_coffee,Code & Coffee GmbH,2022-05-26,52023.82,4564.00,56587.82
code_and_coffee,Code & Coffee GmbH,2022-05-27,52244.82,4564.00,56808.82
code_and_coffee,Code & Coffee GmbH,2022-05-28,53014.82,4564.00,57578.82
code_and_coffee,Code & Coffee GmbH,2022-05-29,53505.82,4564.00,58069.82
code_and_coffee,Code & Coffee GmbH,2022-05-30,54192.82,4564.00,58756.82
code_and_coffee,Code & Coffee GmbH,2022-05-31,55410.25,4564.00,59974.25
code_and_coffee,Code & Coffee GmbH,2022-06-01,50082.25,10477.00,60559.25
code_and_coffee,Code & Coffee GmbH,2022-06-02,50606.25,10477.00,61083.25
code_and_coffee,Code & Coffee GmbH,2022-06-03,50784.25,10477.00,61261.25
code_and_coffee,Code & Coffee GmbH,2022-06-04,51509.25,10477.00,61986.25
code_and_coffee,Code & Coffee GmbH,2022-06-05,52009.25,10477.00,62486.25
code_and_coffee,Code & Coffee GmbH,2022-06-06,51910.25,10477.00,62387.25
code_and_coffee,Code & Coffee GmbH,2022-06-07,52417.25,10477.00,62894.25
code_and_coffee,Code & Coffee GmbH,2022-06-08,50920.52,10477.00,61397.52
code_and_coffee,Code & Coffee GmbH,2022-06-09,51691.52,10477.00,62168.52
code_and_coffee,Code & Coffee GmbH,2022-06-10,52445.52,10477.00,62922.52
code_and_coffee,Code & Coffee GmbH,2022-06-11,52683.52,10477.00,63160.52
code_and_coffee,Code & Coffee GmbH,2022-06-12,53188.52,10477.00,63665.52
code_and_coffee,Code & Coffee GmbH,2022-06-13,53340.52,10477.00,63817.52
code_and_coffee,Code & Coffee GmbH,2022-06-14,54325.22,10477.00,64802.22
code_and_coffee,Code & Coffee GmbH,2022-06-15,51898.15,5275.00,57173.15
code_and_coffee,Code & Coffee GmbH,2022-06-16,52693.15,5275.00,57968.15
code_and_coffee,Code & Coffee GmbH,2022-06-17,53150.15,5275.00,58425.15
code_and_coffee,Code & Coffee GmbH,2022-06-18,53788.15,5275.00,59063.15
code_and_coffee,Code & Coffee GmbH,2022-06-19,54125.15,5275.00,59400.15
code_and_coffee,Code & Coffee GmbH,2022-06-20,54897.15,5275.00,60172.15
code_and_coffee,Code & Coffee GmbH,2022-06-21,55485.15,5275.00,60760.15
code_and_coffee,Code & Coffee GmbH,2022-06-22,54558.67,5275.00,59833.67
code_and_coffee,Code & Coffee GmbH,2022-06-23,55812.21,5275.00,61087.21
code_and_coffee,Code & Coffee GmbH,2022-06-24,55978.21,5275.00,61253.21
code_and_coffee,Code & Coffee GmbH,2022-06-25,56087.21,5275.00,61362.21
code_and_coffee,Code & Coffee GmbH,2022-06-26,56250.21,5275.00,61525.21
code_and_coffee,Code & Coffee GmbH,2022-06-27,56938.21,5275.00,62213.21
code_and_coffee,Code & Coffee GmbH,2022-06-28,57694.21,5275.00,62969.21
code_and_coffee,Code & Coffee GmbH,2022-06-29,58103.21,5275.00,63378.21
code_and_coffee,Code & Coffee GmbH,2022-06-30,58280.21,5275.00,63555.21
code_and_coffee,Code & Coffee GmbH,2022-07-01,53404.21,10900.00,64304.21
code_and_coffee,Code & Coffee GmbH,2022-07-02,53999.21,10900.00,64899.21
code_and_coffee,Code & Coffee GmbH,2022-07-03,54823.21,10900.00,65723.21
code_and_coffee,Code & Coffee GmbH,2022-07-04,54992.21,10900.00,65892.21
code_and_coffee,Code & Coffee GmbH,2022-07-05,55988.21,10900.00,66888.21
code_and_coffee,Code & Coffee GmbH,2022-07-06,56647.21,10900.00,67547.21
code_and_coffee,Code & Coffee GmbH,2022-07-07,57298.21,10900.00,68198.21
code_and_coffee,Code & Coffee GmbH,2022-07-08,55233.22,10900.00,66133.22
code_and_coffee,Code & Coffee GmbH,2022-07-09,56677.24,10900.00,67577.24
code_and_coffee,Code & Coffee GmbH,2022-07-10,57603.24,10900.00,68503.24
code_and_coffee,Code & Coffee GmbH,2022-07-11,58425.24,10900.00,69325.24
code_and_coffee,Code & Coffee GmbH,2022-07-12,59092.24,10900.00,69992.24
code_and_coffee,Code & Coffee GmbH,2022-07-13,59635.24,10900.00,70535.24
code_and_coffee,Code & Coffee GmbH,2022-07-14,59661.24,10900.00,70561.24
code_and_coffee,Code & Coffee GmbH,2022-07-15,57440.24,5809.00,63249.24
code_and_coffee,Code & Coffee GmbH,2022-07-16,57791.24,5809.00,63600.24
code_and_coffee,Code & Coffee GmbH,2022-07-17,58700.24,5809.00,64509.24
code_and_coffee,Code & Coffee GmbH,2022-07-18,59617.24,5809.00,65426.24
code_and_coffee,Code & Coffee GmbH,2022-07-19,60294.24,5809.00,66103.24
code_and_coffee,Code & Coffee GmbH,2022-07-20,60868.24,5809.00,66677.24
code_and_coffee,Code & Coffee GmbH,2022-07-21,62492.68,5809.00,68301.68
code_and_coffee,Code & Coffee GmbH,2022-07-22,61422.69,5809.00,67231.69
code_and_coffee,Code & Coffee GmbH,2022-07-23,62278.69,5809.00,68087.69
code_and_coffee,Code & Coffee GmbH,2022-07-24,62969.69,5809.00,68778.69
code_and_coffee,Code & Coffee GmbH,2022-07-25,63567.69,5809.00,69376.69
code_and_coffee,Code & Coffee GmbH,2022-07-26,64532.69,5809.00,70341.69
code_and_coffee,Code & Coffee GmbH,2022-07-27,65127.69,5809.00,70936.69
code_and_coffee,Code & Coffee GmbH,2022-07-28,65816.69,5809.00,71625.69
code_and_coffee,Code & Coffee GmbH,2022-07-29,66583.69,5809.00,72392.69
code_and_coffee,Code & Coffee GmbH,2022-07-30,67095.69,5809.00,72904.69
code_and_coffee,Code & Coffee GmbH,2022-07-31,67577.69,5809.00,73386.69
code_and_coffee,Code & Coffee GmbH,2022-08-01,62923.69,10250.00,73173.69
code_and_coffee,Code & Coffee GmbH,2022-08-02,63639.69,10250.00,73889.69
code_and_coffee,Code & Coffee GmbH,2022-08-03,64126.69,10250.00,74376.69
code_and_coffee,Code & Coffee GmbH,2022-08-04,65070.69,10250.00,75320.69
code_and_coffee,Code & Coffee GmbH,2022-08-05,65645.69,10250.00,75895.69
code_and_coffee,Code & Coffee GmbH,2022-08-06,66428.69,10250.00,76678.69
code_and_coffee,Code & Coffee GmbH,2022-08-07,67311.69,10250.00,77561.69
code_and_coffee,Code & Coffee GmbH,2022-08-08,65328.59,10250.00,75578.59
code_and_coffee,Code & Coffee GmbH,2022-08-09,66223.59,10250.00,76473.59
code_and_coffee,Code & Coffee GmbH,2022-08-10,67101.59,10250.00,77351.59
code_and_coffee,Code & Coffee GmbH,2022-08-11,67653.59,10250.00,77903.59
code_and_coffee,Code & Coffee GmbH,2022-08-12,67929.59,10250.00,78179.59
code_and_coffee,Code & Coffee GmbH,2022-08-13,68292.59,10250.00,78542.59
code_and_coffee,Code & Coffee GmbH,2022-08-14,68924.59,10250.00,79174.59
code_and_coffee,Code & Coffee GmbH,2022-08-15,65280.09,6303.00,71583.09
code_and_coffee,Code & Coffee GmbH,2022-08-16,65925.09,6303.00,72228.09
code_and_coffee,Code & Coffee GmbH,2022-08-17,66433.09,6303.00,72736.09
code_and_coffee,Code & Coffee GmbH,2022-08-18,67424.09,6303.00,73727.09
code_and_coffee,Code & Coffee GmbH,2022-08-19,67913.09,6303.00,74216.09
code_and_coffee,Code & Coffee GmbH,2022-08-20,68805.09,6303.00,75108.09
code_and_coffee,Code & Coffee GmbH,2022-08-21,69298.09,6303.00,75601.09
code_and_coffee,Code & Coffee GmbH,2022-08-22,68431.69,6303.00,74734.69
code_and_coffee,Code & Coffee GmbH,2022-08-23,69426.69,6303.00,75729.69
code_and_coffee,Code & Coffee GmbH,2022-08-24,70267.69,6303.00,76570.69
code_and_coffee,Code & Coffee GmbH,2022-08-25,71093.69,6303.00,77396.69
code_and_coffee,Code & Coffee GmbH,2022-08-26,71724.69,6303.00,78027.69
code_and_coffee,Code & Coffee GmbH,2022-08-27,72751.38,6303.00,79054.38
code_and_coffee,Code & Coffee GmbH,2022-08-28,73452.38,6303.00,79755.38
code_and_coffee,Code & Coffee GmbH,2022-08-29,73990.38,6303.00,80293.38
code_and_coffee,Code & Coffee GmbH,2022-08-30,74343.38,6303.00,80646.38
code_and_coffee,Code & Coffee GmbH,2022-08-31,74574.38,6303.00,80877.38
code_and_coffee,Code & Coffee GmbH,2022-09-01,71942.38,10057.00,81999.38
code_and_coffee,Code & Coffee GmbH,2022-09-02,73102.38,10057.00,83159.38
code_and_coffee,Code & Coffee GmbH,2022-09-03,74811.76,10057.00,84868.76
code_and_coffee,Code & Coffee GmbH,2022-09-04,75919.76,10057.00,85976.76
code_and_coffee,Code & Coffee GmbH,2022-09-05,77040.76,10057.00,87097.76
code_and_coffee,Code & Coffee GmbH,2022-09-06,77538.76,10057.00,87595.76
code_and_coffee,Code & Coffee GmbH,2022-09-07,78554.76,10057.00,88611.76
code_and_coffee,Code & Coffee GmbH,2022-09-08,75883.82,10057.00,85940.82
code_and_coffee,Code & Coffee GmbH,2022-09-09,76785.82,10057.00,86842.82
code_and_coffee,Code & Coffee GmbH,2022-09-10,77648.82,10057.00,87705.82
code_and_coffee,Code & Coffee GmbH,2022-09-11,78221.82,10057.00,88278.82
code_and_coffee,Code & Coffee GmbH,2022-09-12,79225.82,10057.00,89282.82
code_and_coffee,Code & Coffee GmbH,2022-09-13,81206.99,10057.00,91263.99
code_and_coffee,Code & Coffee GmbH,2022-09-14,81959.99,10057.00,92016.99
code_and_coffee,Code & Coffee GmbH,2022-09-15,77240.36,6873.00,84113.36
code_and_coffee,Code & Coffee GmbH,2022-09-16,78398.36,6873.00,85271.36
code_and_coffee,Code & Coffee GmbH,2022-09-17,78864.36,6873.00,85737.36
code_and_coffee,Code & Coffee GmbH,2022-09-18,79971.36,6873.00,86844.36
code_and_coffee,Code & Coffee GmbH,2022-09-19,80415.36,6873.00,87288.36
code_and_coffee,Code & Coffee GmbH,2022-09-20,81250.36,6873.00,88123.36
code_and_coffee,Code & Coffee GmbH,2022-09-21,82127.36,6873.00,89000.36
code_and_coffee,Code & Coffee GmbH,2022-09-22,81417.64,6873.00,88290.64
code_and_coffee,Code & Coffee GmbH,2022-09-23,82308.64,6873.00,89181.64
code_and_coffee,Code & Coffee GmbH,2022-09-24,83454.64,6873.00,90327.64
code_and_coffee,Code & Coffee GmbH,2022-09-25,84570.64,6873.00,91443.64
code_and_coffee,Code & Coffee GmbH,2022-09-26,85730.64,6873.00,92603.64
code_and_coffee,Code & Coffee GmbH,2022-09-27,86708.64,6873.00,93581.64
code_and_coffee,Code & Coffee GmbH,2022-09-28,88173.36,6873.00,95046.36
code_and_coffee,Code & Coffee GmbH,2022-09-29,89128.36,6873.00,96001.36
code_and_coffee,Code & Coffee GmbH,2022-09-30,90236.36,6873.00,97109.36
code_and_coffee,Code & Coffee GmbH,2022-10-01,88062.36,10058.00,98120.36
code_and_coffee,Code & Coffee GmbH,2022-10-02,88794.36,10058.00,98852.36
code_and_coffee,Code & Coffee GmbH,2022-10-03,89867.36,10058.00,99925.36
code_and_coffee,Code & Coffee GmbH,2022-10-04,90790.36,10058.00,100848.36
code_and_coffee,Code & Coffee GmbH,2022-10-05,91756.36,10058.00,101814.36
code_and_coffee,Code & Coffee GmbH,2022-10-06,92518.36,10058.00,102576.36
code_and_coffee,Code & Coffee GmbH,2022-10-07,93532.36,10058.00,103590.36
code_and_coffee,Code & Coffee GmbH,2022-10-08,90917.17,10058.00,100975.17
code_and_coffee,Code & Coffee GmbH,2022-10-09,91591.17,10058.00,101649.17
code_and_coffee,Code & Coffee GmbH,2022-10-10,92059.17,10058.00,102117.17
code_and_coffee,Code & Coffee GmbH,2022-10-11,92891.17,10058.00,102949.17
code_and_coffee,Code & Coffee GmbH,2022-10-12,94027.17,10058.00,104085.17
code_and_coffee,Code & Coffee GmbH,2022-10-13,94779.17,10058.00,104837.17
code_and_coffee,Code & Coffee GmbH,2022-10-14,95936.17,10058.00,105994.17
code_and_coffee,Code & Coffee GmbH,2022-10-15,90491.17,7318.00,97809.17
code_and_coffee,Code & Coffee GmbH,2022-10-16,92336.67,7318.00,99654.67
code_and_coffee,Code & Coffee GmbH,2022-10-17,93006.67,7318.00,100324.67
code_and_coffee,Code & Coffee GmbH,2022-10-18,94151.67,7318.00,101469.67
code_and_coffee,Code & Coffee GmbH,2022-10-19,95338.67,7318.00,102656.67
code_and_coffee,Code & Coffee GmbH,2022-10-20,96385.67,7318.00,103703.67
code_and_coffee,Code & Coffee GmbH,2022-10-21,97123.67,7318.00,104441.67
code_and_coffee,Code & Coffee GmbH,2022-10-22,95603.87,7318.00,102921.87
code_and_coffee,Code & Coffee GmbH,2022-10-23,96561.87,7318.00,103879.87
code_and_coffee,Code & Coffee GmbH,2022-10-24,97528.87,7318.00,104846.87
code_and_coffee,Code & Coffee GmbH,2022-10-25,98463.87,7318.00,105781.87
code_and_coffee,Code & Coffee GmbH,2022-10-26,99384.87,7318.00,106702.87
code_and_coffee,Code & Coffee GmbH,2022-10-27,100082.87,7318.00,107400.87
code_and_coffee,Code & Coffee GmbH,2022-10-28,101122.87,7318.00,108440.87
code_and_coffee,Code & Coffee GmbH,2022-10-29,101896.87,7318.00,109214.87
code_and_coffee,Code & Coffee GmbH,2022-10-30,103017.87,7318.00,110335.87
code_and_coffee,Code & Coffee GmbH,2022-10-31,103942.87,7318.00,111260.87
code_and_coffee,Code & Coffee GmbH,2022-11-01,101103.87,10954.00,112057.87
code_and_coffee,Code & Coffee GmbH,2022-11-02,102137.87,10954.00,113091.87
code_and_coffee,Code & Coffee GmbH,2022-11-03,103283.87,10954.00,114237.87
code_and_coffee,Code & Coffee GmbH,2022-11-04,104231.87,10954.00,115185.87
code_and_coffee,Code & Coffee GmbH,2022-11-05,105402.87,10954.00,116356.87
code_and_coffee,Code & Coffee GmbH,2022-11-06,106131.87,10954.00,117085.87
code_and_coffee,Code & Coffee GmbH,2022-11-07,106881.87,10954.00,117835.87
code_and_coffee,Code & Coffee GmbH,2022-11-08,104250.31,10954.00,115204.31
code_and_coffee,Code & Coffee GmbH,2022-11-09,105279.31,10954.00,116233.31
code_and_coffee,Code & Coffee GmbH,2022-11-10,106318.31,10954.00,117272.31
code_and_coffee,Code & Coffee GmbH,2022-11-11,107051.31,10954.00,118005.31
code_and_coffee,Code & Coffee GmbH,2022-11-12,108200.31,10954.00,119154.31
code_and_coffee,Code & Coffee GmbH,2022-11-13,109134.31,10954.00,120088.31
code_and_coffee,Code & Coffee GmbH,2022-11-14,109944.31,10954.00,120898.31
code_and_coffee,Code & Coffee GmbH,2022-11-15,105329.89,7785.00,113114.89
code_and_coffee,Code & Coffee GmbH,2022-11-16,106133.89,7785.00,113918.89
code_and_coffee,Code & Coffee GmbH,2022-11-17,107027.89,7785.00,114812.89
code_and_coffee,Code & Coffee GmbH,2022-11-18,107881.89,7785.00,115666.89
code_and_coffee,Code & Coffee GmbH,2022-11-19,109014.89,7785.00,116799.89
code_and_coffee,Code & Coffee GmbH,2022-11-20,109660.89,7785.00,117445.89
code_and_coffee,Code & Coffee GmbH,2022-11-21,110451.89,7785.00,118236.89
code_and_coffee,Code & Coffee GmbH,2022-11-22,108851.18,7785.00,116636.18
code_and_coffee,Code & Coffee GmbH,2022-11-23,109783.18,7785.00,117568.18
code_and_coffee,Code & Coffee GmbH,2022-11-24,110528.18,7785.00,118313.18
code_and_coffee,Code & Coffee GmbH,2022-11-25,111305.18,7785.00,119090.18
code_and_coffee,Code & Coffee GmbH,2022-11-26,112067.18,7785.00,119852.18
code_and_coffee,Code & Coffee GmbH,2022-11-27,112531.18,7785.00,120316.18
