date,period_end,company_id,currency,frequency,scenario_id,model,as_of_date,horizon_step,forecasted_net_cash_flow,starting_cash_balance,projected_cash_balance,net_flow_lower,net_flow_upper,cash_balance_lower,cash_balance_upper,uncertainty_method,nominal_level,calibration_paths,uncertainty_is_calibrated
2024-01-11,2024-01-11,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,11,734.9877070064651,234549.89,242211.66820587573,-273.73371083264465,1743.709124845575,237493.46321180998,246929.87319994147,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-01-12,2024-01-12,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,12,709.0142394097402,234549.89,242920.68244528546,198.5969964013609,1219.4314824181195,238712.8946942281,247128.47019634282,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-01-13,2024-01-13,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,13,783.8495443078057,234549.89,243704.53198959326,74.37685191510798,1493.3222367005033,240206.2169309286,247202.8470482579,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-01-14,2024-01-14,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,14,724.4087835160259,234549.89,244428.9407731093,149.18782214488817,1299.6297448871637,241505.84667581576,247352.03487040283,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-01-15,2024-01-15,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,15,-7625.589853577458,234549.89,236803.35091953183,-8031.289309247759,-7219.8903979071565,234282.02074756997,239324.6810914937,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-01-16,2024-01-16,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,16,604.8969342476834,234549.89,237408.24785377953,-10.083172551823395,1219.8770410471902,234271.93757501815,240544.5581325409,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-01-17,2024-01-17,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,17,683.0485960680637,234549.89,238091.29644984758,-1397.4010938199388,2763.498285956066,234910.27042891274,241272.3224707824,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-01-18,2024-01-18,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,18,711.2401548272643,234549.89,238802.53660467485,-1034.0393020231263,2456.5196116776547,233876.23112688962,243728.8420824601,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-01-19,2024-01-19,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,19,685.0230313283103,234549.89,239487.55963600316,139.97764407122213,1230.0684185853984,234887.5536342694,244087.56563773693,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-01-20,2024-01-20,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,20,759.6217797084585,234549.89,240247.18141571162,55.739137375513565,1463.5044220414034,234943.2927716449,245551.07005977834,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-01-21,2024-01-21,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,21,699.9516317850162,234549.89,240947.13304749664,381.3172535214243,1018.586010048608,235961.87878169352,245932.38731329975,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-01-22,2024-01-22,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,22,444.45920552297247,234549.89,241391.5922530196,84.34437375893026,804.5740372870147,236533.2904688761,246249.8940371631,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-01-23,2024-01-23,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,23,580.0027857830041,234549.89,241971.5950388026,-121.8258068170876,1281.8313783830959,237040.28329798055,246902.90677962464,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-01-24,2024-01-24,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,24,657.9469673168368,234549.89,242629.54200611945,297.0045849412122,1018.8893496924613,237490.3934380324,247768.6905742065,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-01-25,2024-01-25,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,25,685.9384737654849,234549.89,243315.48047988492,455.5906593254226,916.2862882055472,238385.43541231554,248245.5255474543,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-01-26,2024-01-26,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,26,659.5287851304007,234549.89,243975.00926501534,424.872564286031,894.1850059747704,239276.6179677744,248673.40056225628,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-01-27,2024-01-27,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,27,733.9425125322955,234549.89,244708.95177754763,18.66282245118032,1449.2222026134107,240725.8401703878,248692.06338470746,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-01-28,2024-01-28,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,28,879.9074997286586,234549.89,245588.8592772763,476.87898999568944,1282.936009461628,241951.87547501235,249225.84307954024,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-01-29,2024-01-29,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,29,418.43274561694795,234549.89,246007.29202289323,332.69413066450466,504.17136056939125,242443.0594398819,249571.52460590456,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-01-30,2024-01-30,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,30,553.8142568655322,234549.89,246561.10627975877,-587.6457327911133,1695.2742465221777,242992.4909522972,250129.72160722033,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-01-31,2024-01-31,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,31,631.6041189948029,234549.89,247192.71039875358,362.0989950197576,901.1092429698482,243893.60019526706,250491.8206022401,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-02-01,2024-02-01,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,32,827.5336569011893,234549.89,248020.24405565477,505.68751759739234,1149.3797962049862,244958.5423120476,251081.94579926194,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-02-02,2024-02-02,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,33,632.9007271760989,234549.89,248653.14478283084,-1292.4995164264774,2558.3009707786755,245561.25113677036,251745.03842889133,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-02-03,2024-02-03,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,34,707.1836487484278,234549.89,249360.32843157928,-2126.009216197526,3540.3765136943816,246541.72522699472,252178.93163616385,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-02-04,2024-02-04,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,35,647.2131913029151,234549.89,250007.54162288219,-1621.3610274731855,2915.787410079016,244920.36419952151,255094.71904624286,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-02-05,2024-02-05,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,36,391.4360616727455,234549.89,250398.97768455493,-121.7720500219574,904.6441733674484,245435.29641699287,255362.658952117,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-02-06,2024-02-06,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,37,526.7106289652512,234549.89,250925.6883135202,265.4705972355323,787.9506606949701,246223.24707768788,255628.1295493525,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-02-07,2024-02-07,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,38,604.4015675391917,234549.89,251530.0898810594,308.3886141375208,900.4145209408625,247123.66159862874,255936.51816349005,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-02-08,2024-02-08,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,39,632.1556759724426,234549.89,252162.24555703183,78.69379937773567,1185.6175525671497,247939.6258647814,256384.86524928224,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-02-09,2024-02-09,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,40,605.524504517125,234549.89,252767.77006154894,-7697.894967814533,8908.943976848783,244320.80854323015,261214.73157986774,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-02-10,2024-02-10,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,41,679.7327298345773,234549.89,253447.50279138354,266.0151392150693,1093.4503204540852,244586.82368244522,262308.18190032186,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-02-11,2024-02-11,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,42,619.695699302542,234549.89,254067.19849068607,-165.40824014521195,1404.799638750296,245991.6233211955,262142.77366017664,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-02-12,2024-02-12,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,43,363.8601394545449,234549.89,254431.05863014061,119.70171303087079,608.018565878219,246399.42100120668,262462.69625907455,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-02-13,2024-02-13,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,44,499.08443668844166,234549.89,254930.14306682907,-88.31699081654301,1086.4858641934263,247485.90686540012,262374.379268258,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-02-14,2024-02-14,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,45,576.7332802381329,234549.89,255506.87634706718,338.13889532443295,815.3276651518329,248225.01739330075,262788.73530083365,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-02-15,2024-02-15,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,46,-7490.274879561351,234549.89,248016.60146750582,-7682.490187509098,-7298.059571613603,240926.95782168713,255106.24511332452,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-02-16,2024-02-16,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,47,577.7965996759741,234549.89,248594.3980671818,-290.2927702849504,1445.8859696368986,242123.08469192678,255065.71144243685,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-02-17,2024-02-17,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,48,651.9873201187226,234549.89,249246.38538730054,-996.801102680365,2300.77574291781,241126.28358924642,257366.48718535466,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-02-18,2024-02-18,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,49,591.940995026489,234549.89,249838.326382327,-80.90469987983124,1264.7866899328092,242181.78335972046,257494.86940493356,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-02-19,2024-02-19,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,50,336.1043536797629,234549.89,250174.4307360068,-2567.4455649248875,3239.6542722844133,242836.5288788899,257512.3325931237,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-02-20,2024-02-20,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,51,471.3357827995925,234549.89,250645.76651880637,334.2577720483912,608.4137935507938,243444.94267244067,257846.59036517207,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-02-21,2024-02-21,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,52,548.9999695081015,234549.89,251194.7664883145,-1116.9975708032853,2214.997509819488,244332.96360855328,258056.5693680757,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-02-22,2024-02-22,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,53,576.7437203004032,234549.89,251771.51020861487,50.92337060750435,1102.564069993302,245435.52767854655,258107.49273868318,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-02-23,2024-02-23,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,54,550.1185884934644,234549.89,252321.62879710834,234.12721357020018,866.1099634167285,246004.1976893496,258639.05990486708,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-02-24,2024-02-24,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,55,624.3492489606206,234549.89,252945.97804606898,212.70823270019395,1035.9902652210471,246529.781951808,259362.17414032997,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-02-25,2024-02-25,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,56,564.3510424425965,234549.89,253510.32908851156,23.316157417945078,1105.385927467248,247257.14602553035,259763.51215149276,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-02-26,2024-02-26,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,57,308.5706839814166,234549.89,253818.899772493,19.60409145364423,597.537276509189,247398.7503336666,260239.0492113194,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-02-27,2024-02-27,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,58,443.86654364261614,234549.89,254262.7663161356,-652.9263900659305,1540.6594773511626,248939.40981101774,259586.12282125343,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-02-28,2024-02-28,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,59,727.4158466719479,234549.89,254990.18216280756,542.5639396443984,912.2677536994973,249664.0982929882,260316.2660326269,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-02-29,2024-02-29,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,60,549.4277065235177,234549.89,255539.60986933106,282.434639277545,816.4207737694904,250480.5190667577,260598.70067190443,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-03-01,2024-03-01,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,61,690.975879803641,234549.89,256230.5857491347,213.48866546031343,1168.4630941469686,251594.4738731213,260866.69762514814,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-03-02,2024-03-02,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,62,597.218791164237,234549.89,256827.80454029894,-1808.8415156983622,3003.2790980268364,249785.6323574229,263869.976723175,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-03-03,2024-03-03,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,63,537.3254194676759,234549.89,257365.1299597666,267.2506670988566,807.4001718364952,250332.8727330431,264397.3871864901,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-03-04,2024-03-04,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,64,281.6578931453175,234549.89,257646.78785291195,-1582.2377531598027,2145.5535394504377,250626.3646869405,264667.2110188834,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-03-05,2024-03-05,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,65,417.0745488726,234549.89,258063.86240178454,96.21684748639899,737.9322502588011,251259.5355544925,264868.1892490766,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-03-06,2024-03-06,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,66,494.940018960267,234549.89,258558.8024207448,-2479.880447284448,3469.760485204982,251703.32901042173,265414.2758310678,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-03-07,2024-03-07,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,67,522.9010503412968,234549.89,259081.7034710861,70.35683759816084,975.4452630844328,251773.6858480199,266389.7210941523,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-03-08,2024-03-08,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,68,496.5091320351835,234549.89,259578.2126031213,-19038.53123241556,20031.549496485924,240846.84009032082,278309.5851159218,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-03-09,2024-03-09,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,69,570.9888699041171,234549.89,260149.2014730254,185.98605784470516,955.9916819635291,241802.83177228432,278495.57117376645,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-03-10,2024-03-10,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,70,511.2555309818799,234549.89,260660.45700400727,61.24632951762004,961.2647324461398,242643.63818726217,278677.2758207524,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-03-11,2024-03-11,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,71,255.75575193337102,234549.89,260916.21275594065,-73.47405448723862,584.9855583539807,242819.5286102557,279012.8969016256,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-03-12,2024-03-12,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,72,391.3478197950333,234549.89,261307.5605757357,210.07550829517652,572.62013129489,243029.6041185509,279585.5170329205,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-03-13,2024-03-13,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,73,469.3963149697854,234549.89,261776.95689070548,-79.30210147054026,1018.0947314101111,243571.90823419802,279982.0055472129,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-03-14,2024-03-14,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,74,497.5479302307804,234549.89,262274.50482093624,316.6744629169031,678.4213975446578,244124.9881704298,280424.0214714427,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-03-15,2024-03-15,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,75,-7623.374262499157,234549.89,254651.1305584371,-14370.662612125328,-876.0859128729862,236163.57052257116,273138.690594303,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-03-16,2024-03-16,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,76,546.0393661250473,234549.89,255197.16992456213,-855.0718849899833,1947.150617240078,236078.34463922886,274315.9952098954,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-03-17,2024-03-17,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,77,486.518940217984,234549.89,255683.68886478012,134.91077636820103,838.1271040677669,236647.88469569807,274719.49303386215,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-03-18,2024-03-18,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,78,231.2393941400199,234549.89,255914.92825892015,-972.7354116180327,1435.2141998980724,235675.14928408005,276154.7072337603,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-03-19,2024-03-19,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,79,367.0589497567421,234549.89,256281.98720867687,92.74377004182293,641.3741294716613,235767.89305412184,276796.0813632319,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-03-20,2024-03-20,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,80,445.34212015353324,234549.89,256727.3293288304,-1705.1514120236777,2595.8356523307443,236367.84886431918,277086.8097933417,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-03-21,2024-03-21,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,81,473.73552866021726,234549.89,257201.06485749062,153.53970132317704,793.9313559972575,236792.57468395392,277609.55503102735,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-03-22,2024-03-22,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,82,447.79053634882797,234549.89,257648.85539383945,-49.40895527377489,944.9900279714309,237394.53622681886,277903.17456086003,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-03-23,2024-03-23,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,83,522.7316168285164,234549.89,258171.58701066798,240.0225840509757,805.4406496060571,238199.97687642492,278143.19714491104,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-03-24,2024-03-24,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,84,463.4739006144963,234549.89,258635.06091128246,-271.5389401579057,1198.4867413868983,238747.4212173241,278522.7006052408,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-03-25,2024-03-25,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,85,208.46388362791618,234549.89,258843.5247949104,-870.0628869844693,1286.9906542403016,239066.66599164717,278620.3835981736,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-03-26,2024-03-26,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,86,344.55970797546735,234549.89,259188.08450288585,248.86184904960447,440.2575669013302,239336.1878788625,279039.9811269092,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-03-27,2024-03-27,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,87,423.1258049919055,234549.89,259611.21030787774,65.16532148043336,781.0862885033777,239588.07802599942,279634.34258975607,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-03-28,2024-03-28,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,88,657.6212714726909,234549.89,260268.83157935046,267.79804792302355,1047.4444950223583,240635.5225210218,279902.14063767914,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-03-29,2024-03-29,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,89,426.15971125218744,234549.89,260694.99129060263,155.896507518467,696.4229149859079,240821.4702139976,280568.5123672076,absolute_backtest_error_envelope_exploratory,0.8,3,False
2024-03-30,2024-03-30,code_and_coffee,EUR,D,baseline,Prophet_flat_calendar,2023-12-31,90,501.4031819223384,234549.89,261196.394472525,-415.77275764497733,1418.579121489654,241740.98770270558,280651.8012423444,absolute_backtest_error_envelope_exploratory,0.8,3,False
