company_id,company_name,invoice_id,supplier_name,category,invoice_date,due_date,payment_date,amount,status,source_transaction_id,source_account,data_origin
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00115,Nordbohnen Roastery,COGS,2022-04-02,2022-04-09,2022-04-05,227,paid,TX00115,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00117,Nordbohnen Roastery,COGS,2022-04-03,2022-04-10,2022-04-06,250,paid,TX00117,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00122,Buero- und Ladenausstattung Krause,Operating Expense,2022-04-03,2022-04-17,2022-04-10,239,paid,TX00122,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00129,Immobilien Bielefeld Mitte (Miete),Operating Expense,2022-04-16,2022-05-16,2022-04-16,203,paid,TX00129,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00131,Gebaeck Grosshandel OWL,COGS,2022-04-16,2022-04-23,2022-04-17,198,paid,TX00131,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00136,Gebaeck Grosshandel OWL,COGS,2022-04-20,2022-04-27,2022-04-21,167,paid,TX00136,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00150,Gebaeck Grosshandel OWL,COGS,2022-05-03,2022-05-10,2022-05-04,148,paid,TX00150,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00172,Gebaeck Grosshandel OWL,COGS,2022-05-24,2022-05-31,2022-05-25,490,paid,TX00172,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00175,Immobilien Bielefeld Mitte (Miete),Operating Expense,2022-05-27,2022-06-26,2022-05-27,499,paid,TX00175,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00183,Nordbohnen Roastery,COGS,2022-05-31,2022-06-07,2022-06-03,279,paid,TX00183,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00192,Immobilien Bielefeld Mitte (Miete),Operating Expense,2022-06-11,2022-07-11,2022-06-11,469,paid,TX00192,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00197,Gebaeck Grosshandel OWL,COGS,2022-06-14,2022-06-21,2022-06-15,216,paid,TX00197,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00202,Buero- und Ladenausstattung Krause,Operating Expense,2022-06-12,2022-06-26,2022-06-19,188,paid,TX00202,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00207,Stadtwerke Bielefeld (Energie),Operating Expense,2022-06-18,2022-07-09,2022-06-23,253,paid,TX00207,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00209,Buero- und Ladenausstattung Krause,Operating Expense,2022-06-17,2022-07-01,2022-06-24,319,paid,TX00209,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00211,Immobilien Bielefeld Mitte (Miete),Operating Expense,2022-06-25,2022-07-25,2022-06-25,337,paid,TX00211,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00213,Immobilien Bielefeld Mitte (Miete),Operating Expense,2022-06-26,2022-07-26,2022-06-26,440,paid,TX00213,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00218,Nordbohnen Roastery,COGS,2022-06-27,2022-07-04,2022-06-30,322,paid,TX00218,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00223,Nordbohnen Roastery,COGS,2022-07-01,2022-07-08,2022-07-04,346,paid,TX00223,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00234,Buero- und Ladenausstattung Krause,Operating Expense,2022-07-07,2022-07-21,2022-07-14,485,paid,TX00234,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00237,Buero- und Ladenausstattung Krause,Operating Expense,2022-07-09,2022-07-23,2022-07-16,363,paid,TX00237,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00241,Buero- und Ladenausstattung Krause,Operating Expense,2022-07-12,2022-07-26,2022-07-19,213,paid,TX00241,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00254,Gebaeck Grosshandel OWL,COGS,2022-07-30,2022-08-06,2022-07-31,372,paid,TX00254,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00258,Immobilien Bielefeld Mitte (Miete),Operating Expense,2022-08-03,2022-09-02,2022-08-03,199,paid,TX00258,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00264,Stadtwerke Bielefeld (Energie),Operating Expense,2022-08-03,2022-08-24,2022-08-08,168,paid,TX00264,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00269,Nordbohnen Roastery,COGS,2022-08-09,2022-08-16,2022-08-12,280,paid,TX00269,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00271,Nordbohnen Roastery,COGS,2022-08-10,2022-08-17,2022-08-13,322,paid,TX00271,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00278,Nordbohnen Roastery,COGS,2022-08-16,2022-08-23,2022-08-19,240,paid,TX00278,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00281,Buero- und Ladenausstattung Krause,Operating Expense,2022-08-14,2022-08-28,2022-08-21,128,paid,TX00281,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00288,Stadtwerke Bielefeld (Energie),Operating Expense,2022-08-22,2022-09-12,2022-08-27,463,paid,TX00288,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00292,Nordbohnen Roastery,COGS,2022-08-27,2022-09-03,2022-08-30,319,paid,TX00292,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00294,Gebaeck Grosshandel OWL,COGS,2022-08-30,2022-09-06,2022-08-31,416,paid,TX00294,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00301,Buero- und Ladenausstattung Krause,Operating Expense,2022-08-30,2022-09-13,2022-09-06,259,paid,TX00301,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00307,Gebaeck Grosshandel OWL,COGS,2022-09-10,2022-09-17,2022-09-11,146,paid,TX00307,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00314,Immobilien Bielefeld Mitte (Miete),Operating Expense,2022-09-17,2022-10-17,2022-09-17,457,paid,TX00314,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00317,Nordbohnen Roastery,COGS,2022-09-16,2022-09-23,2022-09-19,263,paid,TX00317,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00326,Buero- und Ladenausstattung Krause,Operating Expense,2022-09-20,2022-10-04,2022-09-27,134,paid,TX00326,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00332,Gebaeck Grosshandel OWL,COGS,2022-10-01,2022-10-08,2022-10-02,218,paid,TX00332,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00339,Stadtwerke Bielefeld (Energie),Operating Expense,2022-10-03,2022-10-24,2022-10-08,204,paid,TX00339,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00341,Immobilien Bielefeld Mitte (Miete),Operating Expense,2022-10-09,2022-11-08,2022-10-09,410,paid,TX00341,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00360,Buero- und Ladenausstattung Krause,Operating Expense,2022-10-20,2022-11-03,2022-10-27,402,paid,TX00360,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00373,Gebaeck Grosshandel OWL,COGS,2022-11-07,2022-11-14,2022-11-08,283,paid,TX00373,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00380,Stadtwerke Bielefeld (Energie),Operating Expense,2022-11-09,2022-11-30,2022-11-14,348,paid,TX00380,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00383,Gebaeck Grosshandel OWL,COGS,2022-11-15,2022-11-22,2022-11-16,283,paid,TX00383,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00388,Nordbohnen Roastery,COGS,2022-11-17,2022-11-24,2022-11-20,104,paid,TX00388,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00391,Buero- und Ladenausstattung Krause,Operating Expense,2022-11-15,2022-11-29,2022-11-22,100,paid,TX00391,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00396,Gebaeck Grosshandel OWL,COGS,2022-11-25,2022-12-02,2022-11-26,348,paid,TX00396,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00398,Stadtwerke Bielefeld (Energie),Operating Expense,2022-11-22,2022-12-13,2022-11-27,449,paid,TX00398,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00402,Buero- und Ladenausstattung Krause,Operating Expense,2022-11-23,2022-12-07,2022-11-30,454,paid,TX00402,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00409,Stadtwerke Bielefeld (Energie),Operating Expense,2022-12-01,2022-12-22,2022-12-06,470,paid,TX00409,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00415,Buero- und Ladenausstattung Krause,Operating Expense,2022-12-04,2022-12-18,2022-12-11,218,paid,TX00415,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00417,Nordbohnen Roastery,COGS,2022-12-09,2022-12-16,2022-12-12,372,paid,TX00417,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00419,Buero- und Ladenausstattung Krause,Operating Expense,2022-12-06,2022-12-20,2022-12-13,244,paid,TX00419,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00437,Stadtwerke Bielefeld (Energie),Operating Expense,2022-12-25,2023-01-15,2022-12-30,236,paid,TX00437,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00439,Immobilien Bielefeld Mitte (Miete),Operating Expense,2022-12-31,2023-01-30,2022-12-31,328,paid,TX00439,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00441,Immobilien Bielefeld Mitte (Miete),Operating Expense,2023-01-01,2023-01-31,2023-01-01,421,paid,TX00441,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00450,Immobilien Bielefeld Mitte (Miete),Operating Expense,2023-01-09,2023-02-08,2023-01-09,217,paid,TX00450,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00452,Gebaeck Grosshandel OWL,COGS,2023-01-09,2023-01-16,2023-01-10,119,paid,TX00452,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00454,Buero- und Ladenausstattung Krause,Operating Expense,2023-01-04,2023-01-18,2023-01-11,189,paid,TX00454,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00456,Buero- und Ladenausstattung Krause,Operating Expense,2023-01-05,2023-01-19,2023-01-12,455,paid,TX00456,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00464,Stadtwerke Bielefeld (Energie),Operating Expense,2023-01-14,2023-02-04,2023-01-19,364,paid,TX00464,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00474,Stadtwerke Bielefeld (Energie),Operating Expense,2023-01-23,2023-02-13,2023-01-28,448,paid,TX00474,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00477,Buero- und Ladenausstattung Krause,Operating Expense,2023-01-23,2023-02-06,2023-01-30,312,paid,TX00477,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00491,Stadtwerke Bielefeld (Energie),Operating Expense,2023-02-07,2023-02-28,2023-02-12,233,paid,TX00491,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00494,Buero- und Ladenausstattung Krause,Operating Expense,2023-02-07,2023-02-21,2023-02-14,114,paid,TX00494,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00498,Buero- und Ladenausstattung Krause,Operating Expense,2023-02-10,2023-02-24,2023-02-17,196,paid,TX00498,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00501,Nordbohnen Roastery,COGS,2023-02-16,2023-02-23,2023-02-19,185,paid,TX00501,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00511,Stadtwerke Bielefeld (Energie),Operating Expense,2023-02-23,2023-03-16,2023-02-28,214,paid,TX00511,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00528,Stadtwerke Bielefeld (Energie),Operating Expense,2023-03-11,2023-04-01,2023-03-16,396,paid,TX00528,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00530,Immobilien Bielefeld Mitte (Miete),Operating Expense,2023-03-17,2023-04-16,2023-03-17,445,paid,TX00530,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00537,Immobilien Bielefeld Mitte (Miete),Operating Expense,2023-03-23,2023-04-22,2023-03-23,390,paid,TX00537,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00544,Buero- und Ladenausstattung Krause,Operating Expense,2023-03-22,2023-04-05,2023-03-29,279,paid,TX00544,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00552,Gebaeck Grosshandel OWL,COGS,2023-04-04,2023-04-11,2023-04-05,288,paid,TX00552,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00560,Stadtwerke Bielefeld (Energie),Operating Expense,2023-04-07,2023-04-28,2023-04-12,177,paid,TX00560,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00565,Stadtwerke Bielefeld (Energie),Operating Expense,2023-04-11,2023-05-02,2023-04-16,154,paid,TX00565,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00573,Gebaeck Grosshandel OWL,COGS,2023-04-22,2023-04-29,2023-04-23,153,paid,TX00573,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00577,Stadtwerke Bielefeld (Energie),Operating Expense,2023-04-21,2023-05-12,2023-04-26,195,paid,TX00577,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00580,Nordbohnen Roastery,COGS,2023-04-25,2023-05-02,2023-04-28,497,paid,TX00580,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00584,Buero- und Ladenausstattung Krause,Operating Expense,2023-04-24,2023-05-08,2023-05-01,135,paid,TX00584,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00604,Buero- und Ladenausstattung Krause,Operating Expense,2023-05-13,2023-05-27,2023-05-20,128,paid,TX00604,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00608,Gebaeck Grosshandel OWL,COGS,2023-05-22,2023-05-29,2023-05-23,455,paid,TX00608,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00613,Gebaeck Grosshandel OWL,COGS,2023-05-26,2023-06-02,2023-05-27,126,paid,TX00613,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00622,Nordbohnen Roastery,COGS,2023-06-01,2023-06-08,2023-06-04,470,paid,TX00622,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00631,Stadtwerke Bielefeld (Energie),Operating Expense,2023-06-07,2023-06-28,2023-06-12,247,paid,TX00631,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00635,Nordbohnen Roastery,COGS,2023-06-12,2023-06-19,2023-06-15,300,paid,TX00635,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00637,Gebaeck Grosshandel OWL,COGS,2023-06-15,2023-06-22,2023-06-16,116,paid,TX00637,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00641,Immobilien Bielefeld Mitte (Miete),Operating Expense,2023-06-19,2023-07-19,2023-06-19,328,paid,TX00641,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00646,Gebaeck Grosshandel OWL,COGS,2023-06-22,2023-06-29,2023-06-23,429,paid,TX00646,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00662,Nordbohnen Roastery,COGS,2023-07-05,2023-07-12,2023-07-08,427,paid,TX00662,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00668,Stadtwerke Bielefeld (Energie),Operating Expense,2023-07-08,2023-07-29,2023-07-13,258,paid,TX00668,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00670,Stadtwerke Bielefeld (Energie),Operating Expense,2023-07-09,2023-07-30,2023-07-14,197,paid,TX00670,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00681,Buero- und Ladenausstattung Krause,Operating Expense,2023-07-17,2023-07-31,2023-07-24,346,paid,TX00681,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00685,Gebaeck Grosshandel OWL,COGS,2023-07-26,2023-08-02,2023-07-27,128,paid,TX00685,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00687,Gebaeck Grosshandel OWL,COGS,2023-07-27,2023-08-03,2023-07-28,335,paid,TX00687,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00697,Buero- und Ladenausstattung Krause,Operating Expense,2023-07-30,2023-08-13,2023-08-06,292,paid,TX00697,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00699,Gebaeck Grosshandel OWL,COGS,2023-08-06,2023-08-13,2023-08-07,498,paid,TX00699,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00712,Nordbohnen Roastery,COGS,2023-08-16,2023-08-23,2023-08-19,206,paid,TX00712,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00720,Nordbohnen Roastery,COGS,2023-08-23,2023-08-30,2023-08-26,277,paid,TX00720,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00727,Stadtwerke Bielefeld (Energie),Operating Expense,2023-08-27,2023-09-17,2023-09-01,204,paid,TX00727,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00729,Stadtwerke Bielefeld (Energie),Operating Expense,2023-08-28,2023-09-18,2023-09-02,236,paid,TX00729,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00734,Stadtwerke Bielefeld (Energie),Operating Expense,2023-09-01,2023-09-22,2023-09-06,223,paid,TX00734,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00736,Immobilien Bielefeld Mitte (Miete),Operating Expense,2023-09-07,2023-10-07,2023-09-07,136,paid,TX00736,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00751,Immobilien Bielefeld Mitte (Miete),Operating Expense,2023-09-21,2023-10-21,2023-09-21,254,paid,TX00751,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00756,Buero- und Ladenausstattung Krause,Operating Expense,2023-09-18,2023-10-02,2023-09-25,462,paid,TX00756,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00761,Buero- und Ladenausstattung Krause,Operating Expense,2023-09-22,2023-10-06,2023-09-29,323,paid,TX00761,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00767,Gebaeck Grosshandel OWL,COGS,2023-10-03,2023-10-10,2023-10-04,173,paid,TX00767,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00777,Stadtwerke Bielefeld (Energie),Operating Expense,2023-10-08,2023-10-29,2023-10-13,219,paid,TX00777,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00783,Gebaeck Grosshandel OWL,COGS,2023-10-17,2023-10-24,2023-10-18,494,paid,TX00783,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00787,Buero- und Ladenausstattung Krause,Operating Expense,2023-10-14,2023-10-28,2023-10-21,325,paid,TX00787,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00793,Stadtwerke Bielefeld (Energie),Operating Expense,2023-10-21,2023-11-11,2023-10-26,183,paid,TX00793,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00796,Buero- und Ladenausstattung Krause,Operating Expense,2023-10-21,2023-11-04,2023-10-28,191,paid,TX00796,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00808,Buero- und Ladenausstattung Krause,Operating Expense,2023-11-01,2023-11-15,2023-11-08,244,paid,TX00808,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00810,Nordbohnen Roastery,COGS,2023-11-06,2023-11-13,2023-11-09,126,paid,TX00810,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00812,Immobilien Bielefeld Mitte (Miete),Operating Expense,2023-11-10,2023-12-10,2023-11-10,448,paid,TX00812,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00817,Immobilien Bielefeld Mitte (Miete),Operating Expense,2023-11-14,2023-12-14,2023-11-14,372,paid,TX00817,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00821,Nordbohnen Roastery,COGS,2023-11-14,2023-11-21,2023-11-17,216,paid,TX00821,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00832,Gebaeck Grosshandel OWL,COGS,2023-11-26,2023-12-03,2023-11-27,175,paid,TX00832,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00834,Immobilien Bielefeld Mitte (Miete),Operating Expense,2023-11-28,2023-12-28,2023-11-28,179,paid,TX00834,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00837,Nordbohnen Roastery,COGS,2023-11-27,2023-12-04,2023-11-30,452,paid,TX00837,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00839,Immobilien Bielefeld Mitte (Miete),Operating Expense,2023-12-01,2023-12-31,2023-12-01,176,paid,TX00839,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00845,Stadtwerke Bielefeld (Energie),Operating Expense,2023-12-01,2023-12-22,2023-12-06,404,paid,TX00845,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00849,Nordbohnen Roastery,COGS,2023-12-06,2023-12-13,2023-12-09,140,paid,TX00849,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00858,Nordbohnen Roastery,COGS,2023-12-14,2023-12-21,2023-12-17,287,paid,TX00858,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00860,Immobilien Bielefeld Mitte (Miete),Operating Expense,2023-12-18,2024-01-17,2023-12-18,111,paid,TX00860,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00865,Buero- und Ladenausstattung Krause,Operating Expense,2023-12-15,2023-12-29,2023-12-22,218,paid,TX00865,checking_main,derived
code_and_coffee,Code & Coffee GmbH,SINV_checking_main_TX00867,Nordbohnen Roastery,COGS,2023-12-20,2023-12-27,2023-12-23,399,paid,TX00867,checking_main,derived
